match,PSW,win0,confidence0,date
14831,1.65,1,1.0940823063254355,2013-06-17
24443,1.53,1,1.0940573573112486,2018-02-28
21961,1.32,1,1.0940356319291251,2017-03-23
20344,2.62,0,1.0939853925704957,2016-07-18
22128,1.21,1,1.093923848101071,2017-04-19
22048,2.42,0,1.0938487325906754,2017-04-11
21518,4.21,0,1.093772327899933,2017-02-07
20269,1.37,1,1.0937661538124084,2016-07-11
21838,2.37,0,1.0937283346908433,2017-03-03
20710,1.69,1,1.0937166032195091,2016-08-29
15700,1.2,1,1.0937035049710955,2013-09-26
18319,1.4,1,1.0936894317468007,2015-10-07
16259,1.76,1,1.0936391592025756,2015-02-03
18515,1.64,1,1.0933462300300598,2015-10-28
19878,1.65,1,1.093344157934189,2016-05-24
14606,1.26,1,1.0933315551280975,2013-05-23
18522,2.75,0,1.0933244270937783,2015-10-28
18024,1.5,1,1.0932868889399938,2015-08-25
15745,2.8,0,1.0932175666093826,2013-10-08
20365,1.75,1,1.0931783393025398,2016-07-19
17561,1.31,1,1.0931718736035485,2015-06-30
18243,4.8,0,1.093129736355373,2015-09-29
21823,1.31,1,1.093118746181329,2017-03-02
22133,4.55,0,1.0930900701454707,2017-04-20
15626,1.29,1,1.0930854340962004,2013-09-17
21654,3.31,0,1.0930712842941284,2017-02-17
23709,1.75,1,1.0930061005055904,2017-10-18
19556,1.53,1,1.0929658474240982,2016-04-20
14659,1.36,1,1.0929648978369577,2013-05-27
19290,1.69,0,1.0929569217562674,2016-03-14
20497,1.32,1,1.092938229356493,2016-07-27
19066,1.38,1,1.092845284427915,2016-02-16
23291,1.22,1,1.092835281746728,2017-08-22
20901,1.65,1,1.0928140359265464,2016-09-29
17934,2.99,0,1.0927879210029328,2015-08-12
16677,1.38,1,1.0927778240612571,2015-03-18
22796,1.22,1,1.0926998918397088,2017-07-04
17629,1.46,1,1.092653561234474,2015-07-13
18798,1.27,1,1.0925890621117182,2016-01-19
16551,1.5,1,1.0925721377134323,2015-02-25
17882,2.52,0,1.0925656778613726,2015-08-06
23727,3.28,0,1.092550814151764,2017-10-20
20071,1.94,0,1.0924537234008311,2016-06-17
21568,1.56,1,1.0924424043893814,2017-02-10
18008,1.71,1,1.0924283078312875,2015-08-23
17464,1.38,1,1.0924279843057902,2015-06-22
17942,1.46,1,1.0923903732640403,2015-08-13
23273,1.74,1,1.0923662331104278,2017-08-21
22509,1.24,1,1.0923431985718863,2017-05-30
21151,1.5,1,1.0922918660300118,2016-10-27
17175,1.56,1,1.0922737107958114,2015-05-19
15459,1.45,1,1.0922592363187245,2013-08-20
15625,1.79,1,1.0922578716278077,2013-09-17
18400,1.77,0,1.09225623524189,2015-10-16
21425,1.5,1,1.0922386348247528,2017-01-17
16872,1.32,1,1.0920879098347256,2015-04-15
21287,2.54,0,1.0920666377743087,2017-01-04
17325,1.3,1,1.0920507524694716,2015-06-01
22335,1.36,1,1.0920132146562849,2017-05-10
22013,1.34,1,1.0919823251451766,2017-03-26
14275,1.66,1,1.0919651484489439,2013-04-15
13911,1.97,0,1.0918042051792143,2013-02-22
20425,1.99,0,1.0917915373047191,2016-07-21
21282,2.6,0,1.091791169813701,2017-01-04
17132,2.44,0,1.0914993187189101,2015-05-13
19576,1.63,1,1.0914733251929283,2016-04-21
21850,3.36,0,1.0914715676307676,2017-03-09
24134,1.33,1,1.091409130692482,2018-01-25
18517,1.42,1,1.0913840266636439,2015-10-28
23319,1.23,1,1.0912921201331274,2017-08-28
18715,3.7,0,1.091232743740082,2016-01-12
19562,1.55,1,1.0912232360669545,2016-04-20
23606,1.29,1,1.091214612722397,2017-10-07
23161,1.58,1,1.091201080083847,2017-08-07
21127,1.63,1,1.0911225061416627,2016-10-25
20591,1.42,1,1.0910814678668974,2016-08-16
18737,1.29,1,1.0910339761631833,2016-01-13
23858,1.45,1,1.0910197040864398,2017-11-13
23048,2.71,0,1.090911034544309,2017-07-29
16047,2.8,0,1.0908886236803872,2015-01-08
18531,1.34,1,1.0908626929351262,2015-10-29
17327,1.36,1,1.090801946776254,2015-06-01
14401,1.48,1,1.09078790307045,2013-04-29
20756,1.26,1,1.0907290828227998,2016-08-31
17045,1.32,1,1.0906749292782376,2015-05-03
19399,1.28,1,1.0906532614571707,2016-03-29
13862,2.16,0,1.0906507720947265,2013-02-19
23589,1.41,1,1.090643812077386,2017-10-05
23936,1.4,1,1.0905912995338438,2018-01-04
18975,1.74,1,1.0905899147987366,2016-02-09
20335,1.51,1,1.090567917398044,2016-07-16
15260,1.36,1,1.090535819189889,2013-07-29
15951,1.32,1,1.0905113012450083,2013-10-30
20473,2.64,0,1.090471977988879,2016-07-25
23423,3.83,0,1.0904667019844054,2017-09-02
15954,1.25,1,1.0904572904109955,2013-10-31
18478,1.62,1,1.0903889873027803,2015-10-23
18810,1.52,1,1.0903717892510552,2016-01-19
22336,1.43,1,1.0903655184308687,2017-05-10
19385,1.23,1,1.0903371461800166,2016-03-27
15388,1.57,1,1.0903340943157673,2013-08-12
22764,1.74,1,1.0902798467874526,2017-07-03
15093,2.82,0,1.0902655720710754,2013-07-14
14227,2.1,0,1.0902516674569673,2013-04-09
21544,1.54,1,1.090244939804077,2017-02-08
16546,3.0,0,1.0900651454925536,2015-02-25
22015,1.25,1,1.0899998886244637,2017-03-27
16641,1.48,1,1.0898698508739473,2015-03-15
15300,1.22,1,1.0898518109321595,2013-08-01
19924,1.44,1,1.0897488580431256,2016-05-26
22089,1.56,1,1.0897369179725647,2017-04-15
14071,3.19,0,1.0897127408640723,2013-03-10
19046,1.29,1,1.089688697883061,2016-02-15
23658,1.3,1,1.0896879928452627,2017-10-12
19357,2.5,0,1.0896706172398158,2016-03-25
20838,1.34,1,1.0896535604340691,2016-09-22
20356,1.49,1,1.0896521432059152,2016-07-19
22355,1.43,1,1.0895027159793036,2017-05-13
14526,1.51,1,1.0893929666280744,2013-05-14
19650,1.66,0,1.089365470558405,2016-04-28
20558,1.89,1,1.089308744519949,2016-08-10
22515,1.18,1,1.0892588678428103,2017-05-30
17366,2.4,0,1.0892447603600366,2015-06-10
22298,1.32,1,1.089175638811929,2017-05-06
16554,1.46,1,1.0891254401206971,2015-02-25
22576,1.13,1,1.089109708070755,2017-06-04
14652,2.03,0,1.0891096882309232,2013-05-27
14900,1.28,1,1.0890766797746931,2013-06-24
14872,1.45,1,1.0890725467886244,2013-06-20
18217,1.22,1,1.0890465354919434,2015-09-24
23002,1.56,1,1.089019979953766,2017-07-25
17687,2.24,0,1.0890028191804888,2015-07-22
15497,1.38,1,1.0889461481571197,2013-08-26
17651,2.32,0,1.088861070036888,2015-07-16
23654,1.57,1,1.0888305801153184,2017-10-12
22574,1.28,1,1.0888293130057198,2017-06-03
16556,1.44,1,1.0886523771286012,2015-02-25
21247,1.57,1,1.088620166182518,2017-01-02
21458,1.22,1,1.088586824791772,2017-01-19
16092,2.76,0,1.0885758876800538,2015-01-13
13898,1.52,1,1.0884814428431646,2013-02-21
20296,1.58,0,1.0884801734238863,2016-07-13
22522,1.27,1,1.0884679927996228,2017-05-30
13496,1.24,1,1.0884429066521781,2013-01-06
19673,3.71,0,1.0884292370080948,2016-05-01
13752,2.6,0,1.0884018304944039,2013-02-09
14367,1.29,1,1.088225701025554,2013-04-24
20285,1.53,1,1.0881770671606064,2016-07-12
15562,1.61,1,1.088118047118187,2013-08-30
21093,1.33,1,1.0881081426143648,2016-10-21
16963,1.9,1,1.0880686831474304,2015-04-26
16381,1.71,1,1.0879459767682211,2015-02-12
18712,1.81,0,1.087916057407856,2016-01-12
19749,1.5,0,1.0878954149782658,2016-05-10
20236,1.73,1,1.0878536540269852,2016-07-03
21613,3.62,0,1.0878328686952592,2017-02-15
15593,1.58,1,1.0878277463572368,2013-09-01
19395,3.08,0,1.0878179684707097,2016-03-29
15779,1.62,1,1.0877748119831085,2013-10-14
13998,1.78,1,1.0877714321613312,2013-02-28
15702,1.33,1,1.0877533793449403,2013-09-26
18395,1.59,1,1.0877450450829096,2015-10-15
16476,1.87,1,1.087739509791136,2015-02-19
15150,3.85,0,1.087731392809323,2013-07-18
14453,1.59,1,1.0876790097355844,2013-05-05
23769,1.41,1,1.0876050120592116,2017-10-24
18232,3.26,0,1.0876041789849598,2015-09-26
19090,2.97,0,1.0875988721847534,2016-02-17
24120,2.59,0,1.0875932497637613,2018-01-20
22356,1.18,1,1.0875290058340343,2017-05-14
23013,2.16,0,1.0874918119112649,2017-07-26
14249,1.56,1,1.087469997065408,2013-04-11
15280,1.79,1,1.087447648644447,2013-07-30
24201,2.35,0,1.0874361705780031,2018-02-09
18151,2.52,0,1.087414446949959,2015-09-04
15692,1.52,1,1.0874131917953491,2013-09-25
24318,1.57,1,1.087387119105884,2018-02-20
16324,2.98,0,1.0873348071575166,2015-02-07
20394,3.46,0,1.0873326648984638,2016-07-19
19251,1.6,1,1.0873285055160522,2016-03-12
16001,1.94,0,1.0872970855236053,2015-01-06
19131,1.4,1,1.0872918009757995,2016-02-21
15392,1.26,1,1.087140566110611,2013-08-13
18424,1.56,1,1.0870903066226416,2015-10-20
14474,1.66,1,1.087079967657725,2013-05-07
19665,1.61,1,1.0870036890506745,2016-04-29
20251,1.32,1,1.0869720554351807,2016-07-06
16111,1.79,0,1.0868900696188213,2015-01-15
21483,1.19,1,1.0867700374126434,2017-01-21
20249,1.24,1,1.0867606360571724,2016-07-05
17921,1.28,1,1.0867516762869698,2015-08-11
17785,1.97,0,1.0867456786036491,2015-07-29
15631,1.76,1,1.0866703685124712,2013-09-18
20439,1.38,1,1.0866366040706632,2016-07-21
21188,1.33,1,1.0865020138025285,2016-11-01
20022,1.96,0,1.0864802847305934,2016-06-13
23303,1.46,0,1.086304580271244,2017-08-23
18104,1.21,1,1.086251354387828,2015-09-01
22626,1.4,1,1.0861356616020204,2017-06-15
19513,1.32,1,1.0860055845124381,2016-04-14
19333,2.83,0,1.0859213744600613,2016-03-24
18368,1.49,1,1.0858730989694594,2015-10-13
15256,1.52,1,1.0858540594577788,2013-07-29
17861,1.27,1,1.085838550584657,2015-08-05
15587,1.4,1,1.0857704401016235,2013-09-01
17548,2.47,0,1.085713051557541,2015-06-30
17728,3.67,0,1.0856028868754706,2015-07-25
22586,1.43,1,1.0855848952531815,2017-06-07
24027,1.37,1,1.085513682620866,2018-01-15
16347,1.45,1,1.0854741696800503,2015-02-10
15051,2.67,0,1.0854319004927364,2013-07-09
14772,1.43,1,1.0854257451295852,2013-06-11
22488,1.51,1,1.0854113683104514,2017-05-29
20842,1.79,1,1.08541113242507,2016-09-22
22631,1.62,1,1.0853987993512837,2017-06-15
17817,1.35,1,1.0853551613433021,2015-08-01
14098,2.4,0,1.0853388457638877,2013-03-12
19892,1.59,1,1.085274028480053,2016-05-24
15782,2.2,0,1.0852197256684304,2013-10-14
13648,1.39,1,1.0851338367660839,2013-01-18
19025,3.31,0,1.0851017992837089,2016-02-12
22142,2.67,0,1.0846700899302961,2017-04-21
14084,3.45,0,1.0846561453739803,2013-03-10
20453,3.55,0,1.0846471464633942,2016-07-22
17121,1.39,1,1.0845702465375262,2015-05-12
15327,1.4,1,1.0845540046691895,2013-08-05
14044,1.31,1,1.0845273035764698,2013-03-08
14781,1.45,1,1.0845120809759412,2013-06-11
18521,1.29,1,1.0844803895269124,2015-10-28
17906,1.69,1,1.0844092053174972,2015-08-10
19263,3.97,0,1.0843942287990027,2016-03-12
19927,1.36,1,1.0843753726141796,2016-05-26
15488,2.5,0,1.0842614269256592,2013-08-26
24024,1.68,1,1.0842596626281737,2018-01-15
16920,1.37,1,1.084252387540681,2015-04-21
23701,1.67,1,1.0842209489643573,2017-10-18
15552,1.17,1,1.0842116980893268,2013-08-29
20501,2.22,0,1.084154351949692,2016-07-27
18893,4.36,0,1.084131726196834,2016-02-02
18808,1.58,1,1.0840891937911512,2016-01-19
15569,1.28,1,1.084051262991769,2013-08-30
18249,1.51,1,1.0840451161350522,2015-09-29
18683,1.21,1,1.0840423515864779,2016-01-08
16742,2.12,0,1.083878208597501,2015-03-28
15846,1.43,1,1.0838634540637333,2013-10-18
20355,1.41,1,1.0837885453871319,2016-07-19
23907,1.81,0,1.0837705743312838,2018-01-02
19054,1.78,0,1.0837013325095177,2016-02-16
20047,2.37,0,1.0836413774391016,2016-06-15
21314,1.44,1,1.0836058094501495,2017-01-06
20604,1.56,1,1.0835636579990389,2016-08-17
20440,1.86,0,1.0835535237193108,2016-07-21
22351,1.18,1,1.0835499494416372,2017-05-12
18439,1.48,1,1.0834622664451599,2015-10-20
14128,2.09,0,1.0834033594812666,2013-03-20
18610,1.3,1,1.0833955509322029,2015-11-21
21464,1.24,1,1.0833613678387233,2017-01-19
15478,2.83,0,1.0833557397127151,2013-08-22
24363,2.31,0,1.0833333292007445,2018-02-22
14397,2.9,0,1.0833190364497047,2013-04-27
21135,1.6,1,1.0832246780395507,2016-10-25
13668,2.58,0,1.0831021354879653,2013-01-21
15597,1.29,1,1.0830851986578534,2013-09-02
22620,1.3,1,1.0830191569668906,2017-06-14
14322,2.12,0,1.0829309994975727,2013-04-19
17343,1.74,1,1.0829134541749956,2015-06-09
21665,1.98,0,1.082908620039622,2017-02-18
22604,1.48,0,1.0829062542319297,2017-06-13
17350,1.71,1,1.0828567323088647,2015-06-09
19095,1.34,1,1.0828397175243925,2016-02-17
14144,1.77,1,1.0827684088264193,2013-03-21
22967,2.32,0,1.0827451841831208,2017-07-22
19224,1.56,1,1.0826702656745912,2016-03-10
15549,1.39,1,1.0826462301186153,2013-08-29
16523,1.55,1,1.0825735056400299,2015-02-24
14717,1.28,1,1.0825719233921596,2013-05-31
16647,1.62,1,1.0825261983275416,2015-03-15
18601,2.46,0,1.0825078002895627,2015-11-17
14258,2.14,0,1.082418367922306,2013-04-12
24391,1.9,0,1.0824010732769964,2018-02-25
22801,2.85,0,1.082336724230221,2017-07-04
16189,2.29,0,1.082327020118634,2015-01-21
19027,2.32,0,1.0823114107052483,2016-02-12
17502,1.33,1,1.0822307133674622,2015-06-29
13526,2.08,0,1.082209978501002,2013-01-09
15479,1.42,1,1.0821168501036509,2013-08-23
23377,2.5,0,1.0821142741612024,2017-08-30
21115,1.53,1,1.0820706481933595,2016-10-24
18222,1.22,1,1.0820384638650078,2015-09-25
24352,2.2,0,1.0820211872458458,2018-02-21
21926,3.45,0,1.082007342491831,2017-03-15
15191,1.43,1,1.0818141372714722,2013-07-23
14609,1.93,0,1.081757528632879,2013-05-23
16145,1.61,1,1.0817347119251888,2015-01-19
19586,1.48,1,1.081692972977956,2016-04-22
19481,1.45,1,1.0816863477230072,2016-04-12
16607,1.69,1,1.0815678591529527,2015-03-13
23579,1.6,1,1.0815199470520018,2017-10-04
18625,1.63,1,1.0815074079036713,2016-01-04
22505,1.93,0,1.0814940827488901,2017-05-29
18189,2.07,0,1.0814917906267303,2015-09-22
21852,1.84,1,1.0814486923217774,2017-03-09
14929,1.48,1,1.0813800179958344,2013-06-25
24097,3.56,0,1.0813652104990825,2018-01-18
23785,1.42,1,1.0813254913261956,2017-10-26
18693,1.2,1,1.0813146420887536,2016-01-09
15843,1.69,1,1.081250939965248,2013-10-18
14199,1.28,1,1.0812269701276507,2013-03-25
20790,1.28,1,1.0811874215091979,2016-09-03
20628,1.86,0,1.0811183930933475,2016-08-19
13827,1.19,1,1.0810948848724367,2013-02-15
15212,1.33,1,1.0810533297061922,2013-07-24
23040,4.75,0,1.08103744830404,2017-07-28
19975,1.3,1,1.0809756508895332,2016-06-07
18919,2.66,0,1.0808609466552734,2016-02-03
15575,1.4,1,1.080843635400136,2013-08-30
13712,3.81,0,1.0808372466904776,2013-02-06
18212,2.6,0,1.0808133530616761,2015-09-24
22413,5.01,0,1.0807854449748995,2017-05-21
18640,1.34,1,1.0807478421926497,2016-01-05
15912,2.71,0,1.0807121348381041,2013-10-25
17225,1.58,1,1.0806899256706237,2015-05-24
19552,1.39,1,1.0806685423851012,2016-04-19
15309,1.35,1,1.080555911575045,2013-08-01
17717,1.63,1,1.0805386808088848,2015-07-24
20494,2.2,0,1.0804427027702332,2016-07-27
24105,1.39,1,1.0803817022698265,2018-01-18
16161,3.1,0,1.080381462673346,2015-01-20
15555,3.48,0,1.0801300811767578,2013-08-29
24084,1.44,1,1.0800373240879606,2018-01-17
14335,1.48,1,1.0799571013450624,2013-04-22
16176,1.7,1,1.07990802526474,2015-01-20
17381,1.67,1,1.0799025694813047,2015-06-12
14013,1.36,1,1.0798935644967218,2013-03-01
23988,1.32,1,1.0798123792239598,2018-01-10
17592,3.15,0,1.0798103312935148,2015-07-02
23540,1.39,1,1.0797939137901575,2017-09-29
14564,1.76,1,1.0797516209738593,2013-05-19
14237,1.16,1,1.0797382272992815,2013-04-10
23076,1.49,1,1.07970662687506,2017-08-01
24154,2.8,0,1.079664836625258,2018-02-06
16806,1.5,1,1.0796088363443102,2015-04-08
16442,3.15,0,1.0795828461647032,2015-02-17
24211,2.26,0,1.0795202146257676,2018-02-10
14554,1.27,1,1.0793961727619172,2013-05-16
14022,1.96,0,1.0793832033872603,2013-03-02
15140,1.19,1,1.0793770629167558,2013-07-17
14433,1.37,1,1.0793485811778478,2013-05-02
18952,2.8,0,1.0793057438731193,2016-02-06
22676,1.47,1,1.0793016877770423,2017-06-20
20188,1.81,1,1.0792796645164489,2016-06-29
16705,1.69,1,1.079097790122032,2015-03-26
22172,2.24,0,1.0790743959546092,2017-04-25
23147,1.26,1,1.0790734255313874,2017-08-04
24324,3.03,0,1.0790184726715086,2018-02-20
17824,1.31,1,1.078783408999443,2015-08-03
16699,2.02,0,1.078695715467135,2015-03-25
21418,1.31,1,1.0786939269304276,2017-01-17
20256,1.27,1,1.0785619278465002,2016-07-10
15055,2.18,0,1.0785551703969638,2013-07-10
23108,1.65,1,1.0785515628755091,2017-08-02
14178,1.48,1,1.0785351027761185,2013-03-23
14581,1.57,1,1.0785230942283357,2013-05-21
13788,2.2,0,1.0785169258117675,2013-02-13
21738,1.38,1,1.0784810205868312,2017-02-24
21200,2.23,0,1.0784431350231172,2016-11-02
21791,1.27,1,1.0784353609595982,2017-02-28
15091,1.43,1,1.0784077835083006,2013-07-13
17469,1.51,1,1.078401918609937,2015-06-23
21487,1.2,1,1.0783537796565466,2017-01-21
19761,1.31,1,1.078297348022461,2016-05-11
18773,1.27,1,1.078168017608779,2016-01-18
16448,2.06,0,1.0781630015373231,2015-02-17
22742,1.88,0,1.0781614620685578,2017-06-28
15566,1.64,1,1.0781098809242249,2013-08-30
16887,1.41,1,1.0780746965748924,2015-04-17
15825,1.26,1,1.078012021780014,2013-10-17
18051,3.15,0,1.0780040128741946,2015-08-28
19457,2.33,0,1.077976171016693,2016-04-08
21154,1.38,1,1.0779274366583143,2016-10-27
20161,1.45,1,1.0778706912483487,2016-06-28
17201,4.12,0,1.0778267799956458,2015-05-21
15366,1.54,1,1.0777322268486023,2013-08-08
23295,1.36,1,1.0776893642970495,2017-08-23
20661,1.61,0,1.0776251766830685,2016-08-23
19274,2.82,0,1.0776025312287465,2016-03-13
15682,1.46,1,1.0775467137495678,2013-09-24
19565,1.99,0,1.0774841609597205,2016-04-21
19108,1.28,1,1.0774354771205357,2016-02-18
19900,1.87,0,1.0774181413650514,2016-05-24
21356,2.39,0,1.077408492565155,2017-01-11
18881,1.74,1,1.0773868533968924,2016-02-01
21602,1.56,1,1.0773632097244263,2017-02-14
18549,1.36,1,1.0773490646907262,2015-11-01
20789,1.28,1,1.0773427472795758,2016-09-03
24362,2.12,0,1.077329845353961,2018-02-22
16500,1.75,1,1.0773149852951367,2015-02-22
16825,3.93,0,1.0772965916565487,2015-04-10
22105,1.32,1,1.0772508328301564,2017-04-18
21072,1.31,1,1.077212308219501,2016-10-19
21604,1.57,1,1.077204241156578,2017-02-14
22747,1.58,1,1.077189503669739,2017-06-29
23298,1.71,1,1.07716157913208,2017-08-23
13583,3.19,0,1.0771185228824616,2013-01-14
22458,1.16,1,1.0771110125950403,2017-05-25
18799,1.24,1,1.0770809176989964,2016-01-19
14359,1.37,1,1.0770646939675013,2013-04-23
14791,1.38,1,1.0770547467470168,2013-06-12
20651,1.56,1,1.0770396545955112,2016-08-23
16512,1.45,1,1.0770241537264416,2015-02-24
16771,2.34,0,1.0769981115630693,2015-03-31
20919,1.54,1,1.0769916294515134,2016-10-03
18846,4.05,0,1.0768838560581206,2016-01-21
15730,1.25,1,1.0768275662830897,2013-10-08
17625,1.99,0,1.0768249742686749,2015-07-10
22557,4.31,0,1.0768020558357239,2017-06-01
22478,3.22,0,1.076729691028595,2017-05-28
22581,1.33,1,1.0767295914888382,2017-06-04
17868,1.45,1,1.0766263211766878,2015-08-05
15116,1.76,0,1.076604107618332,2013-07-16
13854,1.68,1,1.0765343656539916,2013-02-19
14771,3.93,0,1.0765336641243526,2013-06-11
23692,1.63,1,1.0765294843912123,2017-10-17
16018,1.74,1,1.0764942605495453,2015-01-06
17447,4.4,0,1.0764344215393067,2015-06-20
16535,1.4,1,1.0764166474342345,2015-02-24
20040,1.41,1,1.0764024767279625,2016-06-14
14724,1.67,1,1.0763914432695934,2013-06-01
17066,1.42,1,1.0763246319975173,2015-05-05
18752,1.22,1,1.0763044784750257,2016-01-18
15452,1.44,1,1.0762671375274657,2013-08-20
22064,3.77,0,1.0762311530113222,2017-04-13
20081,1.39,1,1.0761800123964036,2016-06-19
16676,1.3,1,1.076100926739829,2015-03-18
23471,1.28,1,1.0760990033830915,2017-09-21
24012,1.54,1,1.0760515920321148,2018-01-15
21941,1.3,1,1.0760013793195997,2017-03-18
19709,2.25,1,1.075971546769142,2016-05-04
13875,2.14,0,1.0758426687717437,2013-02-20
21683,1.83,0,1.075790094360709,2017-02-21
20447,1.43,1,1.075777911245823,2016-07-22
17356,3.23,0,1.0757640202556336,2015-06-09
21968,1.48,1,1.0757601148741585,2017-03-23
20773,4.01,0,1.0757305213383266,2016-09-02
22073,2.52,0,1.0757045978307727,2017-04-13
15949,1.34,1,1.0756763282844,2013-10-30
16251,1.4,1,1.075648558139801,2015-02-02
22983,2.24,0,1.0755532193183899,2017-07-24
21988,1.34,1,1.0755265259742737,2017-03-25
13947,1.44,1,1.075507264137268,2013-02-26
15206,1.58,1,1.0754990375041962,2013-07-24
17341,1.54,1,1.0754639986157417,2015-06-08
19567,1.6,1,1.0754570166269937,2016-04-21
23791,1.32,1,1.0754448662485394,2017-10-26
20093,1.49,1,1.0753935879468917,2016-06-20
17941,3.01,0,1.0753687354496546,2015-08-13
14256,1.27,1,1.0753331745522365,2013-04-12
17190,2.8,0,1.0753301509789057,2015-05-20
20909,2.53,0,1.0753071149190268,2016-09-30
14427,1.32,1,1.075281137057713,2013-05-01
21056,2.67,0,1.0752386912277767,2016-10-18
18120,1.34,1,1.0751969814300537,2015-09-02
15135,2.3,0,1.0751810761434692,2013-07-17
21038,1.43,1,1.0751319239820751,2016-10-17
14175,2.86,0,1.0750956678390504,2013-03-23
23445,1.53,1,1.075082786679268,2017-09-18
22887,1.31,1,1.0750340076855252,2017-07-14
17853,3.01,0,1.0749887997763499,2015-08-05
16994,1.5,1,1.0749445004122598,2015-04-28
23341,4.73,0,1.0749215031521664,2017-08-28
17959,2.8,0,1.074895966053009,2015-08-17
18607,1.24,1,1.0748352752413066,2015-11-20
23101,3.02,0,1.0748182117938996,2017-08-02
13469,1.96,0,1.0747957760095597,2013-01-03
22387,2.28,0,1.074749120950699,2017-05-17
24423,1.38,1,1.074727622611182,2018-02-27
17723,1.58,1,1.0746738574902217,2015-07-24
15129,2.84,0,1.0746004736423491,2013-07-17
13541,2.4,0,1.074599059621493,2013-01-10
16361,2.4,0,1.074525021612644,2015-02-10
16174,1.48,1,1.074488234917323,2015-01-20
22475,1.69,1,1.0744293186664582,2017-05-28
16045,1.59,1,1.0744144433736802,2015-01-08
14187,1.24,1,1.0743781856128147,2013-03-24
24252,1.43,1,1.0743079728739602,2018-02-14
15028,1.68,1,1.0741971325874329,2013-07-09
23497,2.07,0,1.0741881946474314,2017-09-25
16302,1.63,1,1.0741700151562692,2015-02-05
13525,1.43,1,1.0741196773733408,2013-01-09
13453,1.29,1,1.0741058645929609,2013-01-02
20091,1.62,1,1.0740121092398962,2016-06-20
14650,1.52,1,1.0739989471435547,2013-05-27
20678,2.24,0,1.07396000161767,2016-08-26
16630,1.63,1,1.073914852241675,2015-03-14
15258,3.66,0,1.0738641776357378,2013-07-29
23150,1.28,1,1.0738445826939174,2017-08-05
20788,1.32,1,1.0737930413654873,2016-09-03
24026,1.27,1,1.0737876271208129,2018-01-15
14146,1.91,0,1.0737815370659034,2013-03-21
15958,1.36,1,1.073745369911194,2013-10-31
16087,2.06,0,1.0736858830451967,2015-01-13
21782,2.37,0,1.0736402034759522,2017-02-28
17484,1.46,1,1.073603186607361,2015-06-23
15251,1.38,1,1.0735956491742813,2013-07-28
19952,5.01,0,1.0734954054015022,2016-05-29
14125,2.03,0,1.0734881088137627,2013-03-20
15769,3.79,0,1.0734228382791793,2013-10-10
14386,3.17,0,1.0733712044784,2013-04-26
21874,1.24,1,1.0733490450041636,2017-03-11
17958,1.31,1,1.0733384329080582,2015-08-17
16815,1.36,1,1.07333569254194,2015-04-09
18153,1.24,1,1.0732671741076876,2015-09-04
17199,2.67,0,1.0732210644086202,2015-05-21
18862,1.26,1,1.0731981325149536,2016-01-23
22628,1.69,1,1.0731541978319485,2017-06-15
17968,3.56,0,1.0731375676393509,2015-08-18
19284,1.32,1,1.073086837700435,2016-03-14
20387,1.35,1,1.0730598922286716,2016-07-19
21609,2.37,0,1.0730593832475797,2017-02-14
23978,2.57,0,1.0729161930084228,2018-01-09
17451,1.59,1,1.0729080702577318,2015-06-21
23391,1.28,1,1.0729043906075615,2017-08-31
23118,1.46,1,1.0728470207963672,2017-08-03
23483,3.64,0,1.0728040352889472,2017-09-22
22402,1.64,1,1.072730101108551,2017-05-18
14737,1.83,0,1.0725562971085312,2013-06-03
16826,1.52,1,1.0725539037159508,2015-04-11
23877,1.73,1,1.0724850152432919,2018-01-01
18418,2.16,0,1.0724776422977447,2015-10-20
21971,2.44,0,1.0724740500450136,2017-03-23
22653,2.33,0,1.0724648308753968,2017-06-19
20966,1.25,1,1.0724616370030813,2016-10-07
22083,1.65,1,1.0724581629037857,2017-04-14
23348,1.25,1,1.0724328884056635,2017-08-30
19639,2.2,0,1.072393899679184,2016-04-27
20139,1.57,1,1.0723393906354903,2016-06-27
21484,1.34,1,1.0722173656736103,2017-01-21
18535,5.76,0,1.0722097909450528,2015-10-29
20635,1.53,1,1.0722017607092855,2016-08-21
20779,3.48,0,1.0721699237823488,2016-09-02
20864,2.46,0,1.0721230099598569,2016-09-26
15104,1.39,1,1.072084820866585,2013-07-15
13458,1.55,1,1.0720798934499423,2013-01-02
13833,1.38,1,1.0720786780970435,2013-02-15
17450,2.37,0,1.0720445322990417,2015-06-21
24160,1.75,1,1.0720242649316787,2018-02-07
19987,1.5,1,1.071898266673088,2016-06-07
18365,1.46,1,1.0718649811404093,2015-10-12
16245,1.74,1,1.0718437796831133,2015-01-29
20865,1.58,1,1.0718273607889812,2016-09-26
15202,1.26,1,1.0717991137504579,2013-07-23
20479,1.6,1,1.0717959880828858,2016-07-25
17876,1.53,1,1.0717904427051543,2015-08-06
15301,1.28,1,1.071745550973075,2013-08-01
22281,1.32,1,1.071742812905993,2017-05-05
19096,1.27,1,1.0717062394959587,2016-02-17
17174,1.33,1,1.0716980707645418,2015-05-19
21324,1.68,1,1.0716679608821869,2017-01-08
14677,1.22,1,1.0716047772339412,2013-05-28
21337,1.43,1,1.0715969339438847,2017-01-09
21881,1.24,1,1.0715652118410381,2017-03-11
19088,1.61,1,1.0714999282360076,2016-02-17
21820,1.38,1,1.0714706417492457,2017-03-02
20012,1.43,1,1.0714659454992839,2016-06-10
